Title,(1, 1),(1, 2),(1, 3),(1, 4),(1, 5),(1, 6),(2, 1),(2, 2),(2, 3),(2, 4),(2, 5),(2, 6),(3, 1),(3, 2),(3, 3),(3, 4),(3, 5),(3, 6),(4, 1),(4, 2),(4, 3),(4, 4),(4, 5),(4, 6),(5, 1),(5, 2),(5, 3),(5, 4),(5, 5),(5, 6),(6, 1),(6, 2),(6, 3),(6, 4),(6, 5),0,1,2,3,4,5,6,label
blues.0.0,0.2,0,0.06666666666666667,0,0.2,0.06666666666666667,0,0,0.06666666666666667,0,0.06666666666666667,0,0,0,0,0,0.06666666666666667,0,0,0,0,0,0,0.06666666666666667,0.06666666666666667,0,0,0.13333333333333333,0,0,0,0,0,0,0,0.1167324819698338,0.24256450588402637,0.15120516067761383,0.1362686411858746,0.1511493261089062,0.12457127797231489,0.07750860620143032,blues
blues.0.1,0.2,0,0,0.06666666666666667,0.26666666666666666,0.06666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06666666666666667,0.13333333333333333,0,0,0.13333333333333333,0,0,0,0.06666666666666667,0,0,0,0.12839722022073036,0.21989891195332495,0.18611292900168847,0.1509003578245703,0.12242557131521337,0.1376868837114824,0.054578125972990124,blues
blues.0.2,0.06666666666666667,0,0.06666666666666667,0,0.2,0,0,0,0,0,0,0,0.06666666666666667,0,0,0,0.06666666666666667,0,0.13333333333333333,0,0.06666666666666667,0,0,0.06666666666666667,0.06666666666666667,0,0.06666666666666667,0.13333333333333333,0,0,0,0,0,0,0,0.0959937558032682,0.21075207974802276,0.14638797428896586,0.2193725535300232,0.15558141225221628,0.11284314374162976,0.05906908063587392,blues
blues.0.3,0.13333333333333333,0,0,0.06666666666666667,0.26666666666666666,0.13333333333333333,0.06666666666666667,0,0.06666666666666667,0,0,0,0,0,0,0,0,0,0,0.06666666666666667,0,0,0,0,0.06666666666666667,0,0,0.13333333333333333,0,0,0,0,0,0,0,0.10692184215512568,0.17516390136648835,0.18270929165888375,0.15558509923177238,0.1313346402482022,0.16912451584231322,0.07916070949721436,blues
blues.0.4,0.13333333333333333,0,0,0,0.13333333333333333,0,0.06666666666666667,0,0,0.06666666666666667,0.06666666666666667,0,0,0,0,0.06666666666666667,0.06666666666666667,0,0.13333333333333333,0,0.06666666666666667,0,0,0,0.06666666666666667,0,0.06666666666666667,0.06666666666666667,0,0,0,0,0,0,0,0.1573399887198816,0.16367622770681808,0.12629406843833946,0.15468742066286936,0.19585346252346045,0.17039055012806814,0.03175828182056293,blues
blues.0.5,0.13333333333333333,0,0,0,0.13333333333333333,0,0,0,0,0.06666666666666667,0,0,0,0,0,0.06666666666666667,0.06666666666666667,0,0.2,0,0,0,0,0.06666666666666667,0.13333333333333333,0,0,0.13333333333333333,0,0,0,0,0,0,0,0.12307579497320556,0.16026027019929112,0.1488848835217408,0.1283410163605018,0.14307179343896448,0.21399908592194802,0.08236715558434822,blues
blues.0.6,0.13333333333333333,0.06666666666666667,0,0.06666666666666667,0.06666666666666667,0,0,0,0,0.06666666666666667,0.06666666666666667,0,0,0,0,0.06666666666666667,0,0,0.26666666666666666,0.06666666666666667,0,0,0,0,0,0.06666666666666667,0,0.06666666666666667,0,0,0,0,0,0,0,0.09947398644213869,0.14758269739638247,0.17954995307002392,0.19913712499838443,0.16279937432235259,0.15476308911026088,0.056693774660457046,blues
blues.0.7,0.06666666666666667,0,0,0,0.13333333333333333,0.06666666666666667,0.2,0,0,0,0.06666666666666667,0,0,0,0,0,0,0,0.06666666666666667,0.13333333333333333,0,0,0,0,0.13333333333333333,0,0.06666666666666667,0.06666666666666667,0,0,0,0,0,0,0,0.059885290104223166,0.13299440456845976,0.18271910986482337,0.2337702655232721,0.15743638449632488,0.19069414364000117,0.04250040180289542,blues
blues.0.8,0,0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0,0.13333333333333333,0,0,0.06666666666666667,0,0,0,0,0,0.06666666666666667,0.06666666666666667,0,0.13333333333333333,0,0,0,0,0,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0,0,0,0,0,0,0,0.06629511941195668,0.13783255241534886,0.19064282584028258,0.20384884036429238,0.13672338956192526,0.1906167886034159,0.07404048380277833,blues
blues.0.9,0.13333333333333333,0,0,0,0.2,0.06666666666666667,0.13333333333333333,0,0,0,0.06666666666666667,0,0,0,0,0.06666666666666667,0,0,0,0.06666666666666667,0,0,0,0,0.13333333333333333,0.06666666666666667,0,0.06666666666666667,0,0,0,0,0,0,0,0.07749131826712827,0.11600596825181239,0.21046520413155065,0.21731146492565076,0.17248639457140413,0.15917051607063065,0.04706913378182314,blues
